event	row_count
ドイツ	1
ドラゴンジム「BREATHLESS MUAY THAI 7」	1
ドラゴンジム「大震災復興チャリティーイベント戦場5」	1
ドラゴンボクシングスタジアム80kg契約	1
ニューキャパンキックボクシング連盟「FIGHTING EVOLUTION XII〜進化する戦い12th〜THE“FIVE-STAR”FIGHT」	1
ニュージャパンキック 2014	1
ハワイ	1
バトルイベントREALDEAL	1
バトルフロント1	1
バトル・オブ・アーネム（オランダ）	1
バンコーブア寺院特設リング	1
バンタム級 イタリア ジェノヴァ	1
パウンドフォーパウンド vol.1	1
パタヤ	1
パラリド・スタジアム（イタリア）	1
フェニックススピリッツ	1
フランス パリ	1
フランス・ゲレ「BEST OF FIGHT」	1
フランス・パリ	1
ブリザードジム興行	1
ブルガリアキック	1
プーケット・パトンスタジアム	1
プーミポン国王就任50周年記念興行	1
ホーストカップ	1
ホーストカップ ～Departure～	1
ホームシン寺特設リング	1
ポートランド (オレゴン州)	1
マーシャルアーツ日本キックボクシング連盟BREAK THROUGH-7 〜CHAMPION CARNIVAL〜 MA日本キック連盟4階級タイトルマッチ	1
マーシャルアーツ日本キックボクシング連盟KING COMBAT-2002 - KICK BOXING 60kg TOURNAMENT 日本最強決定戦	1
マーシャルアーツ日本キックボクシング連盟RKSゴールドラッシュ2	1
マーシャルアーツ日本キックボクシング連盟SURPRISING 6 〜東金ジム28周年記念 戦場の狼2〜	1
マーシャルアーツ日本キックボクシング連盟「2009士道館新春興行 BREAK THROUGH-9 〜添野道場40周年記念大会〜」	1
マーシャルアーツ日本キックボクシング連盟「ADVANCE-1」	1
マーシャルアーツ日本キックボクシング連盟「ADVANCE.1 花澤ジム32周年記念大会」	1
マーシャルアーツ日本キックボクシング連盟「ADVANCE.1 花澤ジム33周年記念大会」	1
マーシャルアーツ日本キックボクシング連盟「BREAK DOWN 3 〜打破〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH 5 〜打破〜 新東金ジム30周年記念 戦場の狼IV」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH 5 〜打破〜新東金ジム30周年記念 戦場の狼IV」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH 6」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-1 〜突破口〜 MA.KICK 2008 士道館新春正月興行」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-11 〜突破口〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-13 〜突破口〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-14 〜突破口〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-3 〜突破口」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-7 〜CHAMPION CARNIVAL〜 MA日本キック連盟4階級タイトルマッチ」	1
マーシャルアーツ日本キックボクシング連盟「BREAK THROUGH-8 〜突破口〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK-24 ～SAGITTARIUS～　山本佑機引退記念興行」	1
マーシャルアーツ日本キックボクシング連盟「BREAK-3 〜日泰国際戦＆MA日本ランキング戦〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAK-6」	1
マーシャルアーツ日本キックボクシング連盟「BREAK-8 〜士道館新春正月興行 FIGHT FOR PEACE 2〜」	1
マーシャルアーツ日本キックボクシング連盟「BREAKDOWN（打破）5 〜 新東金ジム29周年記念 戦場の狼3」	1
マーシャルアーツ日本キックボクシング連盟「BREAK－20 ～RAISE～」	1
マーシャルアーツ日本キックボクシング連盟「BREAK－32 ～SEIZE～」	1
マーシャルアーツ日本キックボクシング連盟「COMBAT 2000」	1
マーシャルアーツ日本キックボクシング連盟「COMBAT-2000 王道 II」	1
マーシャルアーツ日本キックボクシング連盟「COMBAT-2000 王道II」	1
マーシャルアーツ日本キックボクシング連盟「COMBAT-2000 王道」	1
マーシャルアーツ日本キックボクシング連盟「COMBAT-2000」ミレニアム・スペシャル	1
マーシャルアーツ日本キックボクシング連盟「DETERMINATION≪決心≫2nd 〜激突☆王者VS王者〜」	1
マーシャルアーツ日本キックボクシング連盟「DETERMINATION≪決心≫5 〜戦場の虎〜」	1
マーシャルアーツ日本キックボクシング連盟「DETERMINATION（決心）7th 〜梶原一騎19回忌追悼記念 第8回梶原一騎杯 キックガッツ2005〜」	1
マーシャルアーツ日本キックボクシング連盟「EXPLOSION-1」	1
マーシャルアーツ日本キックボクシング連盟「EXPLOSION-1」（サムライルール）	1
マーシャルアーツ日本キックボクシング連盟「EXPLOSION-2」	1
マーシャルアーツ日本キックボクシング連盟「EXPLOSION」	1
マーシャルアーツ日本キックボクシング連盟「FIGHT FOR PEACE III 5大タイトルマッチ BREAK-22 ～士道館新春正月興行～」	1
マーシャルアーツ日本キックボクシング連盟「GRADIATORS II」	1
マーシャルアーツ日本キックボクシング連盟「GROUND ZERO PT4」	1
マーシャルアーツ日本キックボクシング連盟「GROUND ZERO the SECOND」	1
マーシャルアーツ日本キックボクシング連盟「KICK GUTS 2007 〜 梶原一騎21回忌追悼記念・第10回梶原一騎杯」	1
マーシャルアーツ日本キックボクシング連盟「KICK GUTS 2012 第15回梶原一騎杯～真樹日佐夫追悼記念興行～」	1
マーシャルアーツ日本キックボクシング連盟「ODYSSEY-1 伊藤隆・引退記念試合」	1
マーシャルアーツ日本キックボクシング連盟「ODYSSEY-4」	1
マーシャルアーツ日本キックボクシング連盟「SHIMOKITA GROUND ZERO PT3」	1
マーシャルアーツ日本キックボクシング連盟「SUPREME-6 〜挑戦者決定戦・猛暑御見舞〜」	1
マーシャルアーツ日本キックボクシング連盟「SUPRISING-2nd」	1
マーシャルアーツ日本キックボクシング連盟「SURPRISING 4th 〜梶原一騎20回忌追悼記念 第9回梶原一騎杯 キックガッツ2006〜」	1
マーシャルアーツ日本キックボクシング連盟「SURPRISING 7th」	1
マーシャルアーツ日本キックボクシング連盟「SURPRISING-3rd」	1
マーシャルアーツ日本キックボクシング連盟「TORNADO WARNING トルネード襲来!!」	1
マーシャルアーツ日本キックボクシング連盟「TORNADO WARNING〜トルネード襲来!!〜」	1
マーシャルアーツ日本キックボクシング連盟「『闘い続ける男たち』パート2」	1
マーシャルアーツ日本キックボクシング連盟「サムライ2000」	1
マーシャルアーツ日本キックボクシング連盟「マッハ士道館ドリームマッチ」	1
マーシャルアーツ日本キックボクシング連盟「マーシャルアーツキック賞金争奪トーナメント士道館新春正月興行」	1
マーシャルアーツ日本キックボクシング連盟「士道館新春正月興行 〜SURPRISING-1〜」	1
マーシャルアーツ日本キックボクシング連盟「戦国シリーズ仁義なき闘いパート3 Millennium Battle 2000」	1
マーシャルアーツ日本キックボクシング連盟「新春正月興行」	1
マーシャルアーツ日本キックボクシング連盟「新春特別興行～戦い続ける男たち」	1
マーシャルアーツ日本キックボクシング連盟「最強を求めて！世界制覇」	1
マーシャルアーツ日本キックボクシング連盟「東金ジム26th anniversary SUPREME-3 〜戦場の虎〜」	1
マーシャルアーツ日本キックボクシング連盟「東金ジム27周年記念大会 DETERMINATION (決心) 5th 〜戦場の狼〜」	1
マーシャルアーツ日本キックボクシング連盟「添野道場30周年記念大会 仁義なき闘いパート2」	1
マーシャルアーツ日本キックボクシング連盟「第2回 梶原一騎杯 '99 キックガッツ」	1
マーシャルアーツ日本キックボクシング連盟「第3回梶原一騎杯キックガッツ2000 COMBAT-2000」	1
マーシャルアーツ日本キックボクシング連盟「第二回梶原一騎杯 '99 キックガッツ」	1
マーシャルアーツ日本キックボクシング連盟キック・ガッツ 梶原一騎杯	1
マーシャルアーツ日本キックボクシング連盟東金ジム27周年記念大会 DETERMINATION（決心）5th 〜戦場の狼〜	1
マーシャルアーツ日本キックボクシング連盟第2回 梶原一騎杯 '99 キック ガッツ	1
ムエタイ　日ータイ交流戦〜伝承〜INHERIT	1
ムエタイオープン	1
ムエタイスタジアム	1
ムエローク 2022 八王子	1
ムエローク 2025 HACHIOJI	1
ムエローク2011 -1st-	1
ムエローク2011 -2nd-	1
ムエローク2012 -2nd-	1
ムエローク2012 -3rd-	1
ムエローク2013 -1st-	1
ムエローク2014 -1st-	1
ムエローク2014 -1st- 東京・新宿FACE	1
ムエローク2014 -2nd-	1
ムエローク2014 2nd	1
ムエローク2017 2nd	1
ムエローク2017 3rd	1
ムエローク2019 HACHIOJI	1
ムエローク2021	1
ムエローク2024	1
メキシコ	1
ユーロピアン・オープン･ムエタイ・チャンピオンシップス	1
ランシットスタジアム	1
ランシット・インターナショナルスタジアム	1
ランシット・スタジアム認定インターナショナルバンタム級王座決定戦	1
ラーマ9世生誕記念祭	1
リアルディール「BATTLE EVENT REALDEAL 14」	1
リアルディール「BATTLE EVENT REALDEAL VI」	1
リトアニア	1
リトアニア・ブシドー協会「GRADIATORS」	1
レキオバトル名護 vol.3	1
ワイルドウエスト	1
ワイルドウエスト2	1
ワイルドウエスト3	1
ワイルドシーサー「TENKAICHI 71」	1
ワイルドシーサー「TENKAICHI 73 -ALL STARS-」	1
ワールド・チャンピオン・カーニバル	1
ワールド・チャンピオン・ムエタイ・エクストラバギャンザ	1
一撃	1
一撃 3.19 ICHIGEKI	1
一撃 3.19 ICHIGEKI（パリ）	1
不明（タイ）	1
不明（バンコク）	1
世界の果てまでイッテQ 極真空手vs少林寺拳	1
世界ホーク級タイトルマッチ	1
世界ムエタイ連盟日本大会	1
中国・「EM-LEGEND」	1
中国・「FAITH FIGHT CHAMPIONSHIP」	1
中国散打国際交流試合	1
中日拳王永州大决战	1
今世紀最大の激突！	1
仙台スポーツセンター	1
代々木第2体育館	1
"全日本キック ""S.W.S. 〜Super Weiter Struggle〜"""	1
全日本キック「LEGEND-VII」	1
全日本キック「YOUNG GUN」	1
全日本キックボクシング EVOLUTION STEP 3	1
全日本キックボクシング　'89新春特別興行世紀の激突第1弾	1
全日本キックボクシング　EVOLUTION STEP 3	1
全日本キックボクシング　REAL BOUT	1
全日本キックボクシング　世紀の激突・Part3	1
全日本キックボクシング「GO AHEAD!」	1
全日本キックボクシング「HOT SHOT」	1
全日本キックボクシング「LEGEND-X」	1
全日本キックボクシング協会	1
全日本キック＆MA日本キック合同興行「KICK CHAMPION'S NIGHT」	1
八王子格闘祭り 〜ムエタイの壁〜	1
力保健搏擊之夜 Libogen Fight Night (PART-15) -風林火山5 9.18 港日大戦-Wanchai Southorn Stadium, Hong Kong	1
千葉キックRESISTANCE 2023	1
四国決戦Vol.6	1
国内カード	1
国王生誕記念ムエタイ世界大会	1
堺市産業振興センター 85kg契約	1
大和ジム40周年＆名古屋JKF20周年記念興行 THE ORIGIN OF KICK BOXING 〜キックの源流 大和魂集結!〜」	1
大和ジム50周年記念大会 ～大和祭り～	1
大和ジム創立40周年&名古屋JKファクトリー創立20周年記念興行「THE ORIGIN OF KICK BOXING 〜キックの源流 大和魂集結!〜」	1
大和ジム創立40周年、名古屋JKファクトリー創立20周年記念興行	1
天下一・武道会 ＺＥＲＯ	1
天下一・武道会ZERO	1
天下一武道会 〜日米対決〜	1
天空「響き 〜女の夢 全て託して舞い上がれ〜」	1
天空キックボクシング協会「キックボクシング『天空』 〜四季〜」	1
天空キックボクシング協会「キックボクシング『天空』〜四季〜」	1
天空キックボクシング協会「キックボクシング『天空』〜希望〜」	1
天空キックボクシング協会「キックボクシング『天空』〜星雲〜」	1
天空キックボクシング協会「キックボクシング『天空』〜東西南北〜」	1
天空・大和撫子の闘い 女子キックボクシング第2回大会	1
女子キックボクシング「天空」 New Beginning 〜女の夢 全て託して舞い上がれ〜	1
宇都宮蹴拳伝 Vol.2 〜宇都宮四天王凱旋!〜	1
宇都宮蹴拳伝 vol.3	1
富士急ハイランド特設リング	1
尼崎体育館	1
山木ジム21周年記念興行「山木祭り」	1
"山木ジムOB会 ""山木ジム21周年記念興業 山木祭り"""	1
岡山ジム「JAPAN KICKBOXING INNOVATION 認定 第7回岡山ジム主催興行」	1
引退試合	1
戦場 20	1
掣圏道東京大会	1
新宿フェイス SKKBライトヘビー級王座決定戦	1
新日本キック NEW FETAL MOVEMENT～新たなる胎動～WINNERS2013	1
新日本キック WINNERS 2015 3rd	1
新日本キックBRAVE HEARTS 20	1
新日本キックボクシング「MAGNUM15」	1
新日本キックボクシング連盟「FIGHTING EVOLUTION I 〜進化する戦い〜」	1
新日本プロレス YOKOHAMA DEAD OUT	1
新日本プロレス　INOKI 闘魂 LIVE Part2	1
新日本プロレス「YOKOHAMA DEAD OUT」	1
新日本プロレス『’89格闘衛星☆闘強導夢』	1
新木場ファーストリング SKKBスーパーミドル級王座決定戦	1
日タイ修好120周年記念認可事業 ムエタイ日-タイ交流戦 〜伝承〜 INHERIT / 第9回NPO法人Kリーグインターナショナルネットワークス国際大会	1
"日本キックボクシング連盟 ""2006 逆襲シリーズ"""	1
日本キックボクシング連盟 「2014生粋シリーズVOL.3	1
日本キックボクシング連盟 「2014生粋シリーズVOL.5	1
日本キックボクシング連盟「2002 破壊シリーズ」	1
日本キックボクシング連盟「2003 首領底シリーズ ファイナル」	1
暴虎馮河2024	1
柏龍「慈善國際泰拳賽」（香港）	1
株式会社BOMプロモーション「BOM 36」WPMFインターナショナル・ミドル級王者決定戦（72.50kg）	1
株式会社BOMプロモーション「BOM OUROBOROS 2022」WPMFインターナショナル ミドル級（72.57kg）王者決定戦　3分5R	1
株式会社BOMプロモーション「BOM ～ The Battle Of MuayThai 〜BOM WAVE04 – Get Over The COVID-19 –」BOMミドル級王座決定トーナメント 1回戦	1
株式会社BOMプロモーション「BOM ～ The Battle Of MuayThai 〜BOM WAVE05- Get Over The COVID-19 –」BOMミドル級（72.50kg）王座決定戦	1
株式会社BOMプロモーション「BOM ～ The Battle Of MuayThai 〜BOM WAVE06 – Get Over The COVID-19 –」BOMミドル級	1
株式会社BOMプロモーション「BOM ～ The Battle Of MuayThai 〜BOM WAVE07」BOMミドル級（72.57kg）王座決定戦	1
株式会社BOMプロモーション『BOM WAVE08 ー Get Over The COVID-19 ー』日タイ対抗戦　ミドル級（72.57kg）	1
株式会社RIKIX『NO KICK NO LIFE 』	1
横浜文化体育館	1
横浜登竜門V	1
武士道ヨーロッパ	1
武林風 & Thailand Queen’s Cup 2014	1
武林風 & クンルン・ファイト 2 & MAXムエタイ 6	1
武林風 2014 - Day of Destruction 8	1
武林風 2014 – オランダ vs 中国	1
武林風 2015 – ニュージーランド vs 中国	1
武林風 2016	1
武林風 2021:Global Kung Fu Festival	1
武林風 516	1
武林風 523	1
武林風 527	1
武林風 529	1
武林風 534	1
武林風 536	1
武林風 World Championship 2017	1
武林風 〜世界拳王争覇賽 in 洛陽II〜	1
武林風 ワールド・チャンピオンシップ 2016	1
武林風 中国対世界選抜	1
武林風 第3回中日対抗戦	1
武林風2017年世界選手権西安	1
武林風2018：-60kg世界選手権トーナメント	1
武林風2018：WLF-67kgワールドカップ2018-2019	1
武林風2019WLFワールドカップ2018-2019決勝	1
武林風549	1
武林風・世界拳王争覇戦	1
武林風大会	1
武頼漢 -BURAIKAN-	1
海外	1
渋谷クラブサミット99「Future shock fair -ON POINT-」	1
激突祭り2013	1
火の国格闘伝説　LEGEND2	1
燃えろドラゴン！その壱	1
琉球 Kamikaze Sprits	1
琉球鉄拳王IV	1
生ゴン1000回記念 サムライ祭り＆SAEKI祭り2	1
真樹ジムAICHI10周年記念興行 J-1 time 〜signal of start〜	1
神風塾 火の国格闘伝説 LEGEND 2	1
神風塾「LEGEND 3」	1
神風塾「火の国格闘伝説 LEGEND3」	1
神風塾「火の国格闘伝説 LEGEND」	1
競拳 20	1
競拳 WAKANO Owner Birthday  Anniversary 2021	1
競拳Jr1回戦戦	1
競拳Jr2	1
競拳Jr6	1
競拳Jr7	1
競拳Jrタイトルマッチ	1
競拳Jr決勝戦	1
競拳jr.1	1
第1回S-cupトーナメント 1回戦	1
第2回S-cupトーナメント 1回戦	1
第2回S-cupトーナメント 決勝	1
第2回S-cupトーナメント 準決勝	1
第3回 M-1 ムエタイチャレンジ	1
第5回岡山ジム主催興業	1
米国ムエタイ連盟「ワールド・チャンピオン・ムエタイ・エクストラバギャンザ」	1
絆 XIV	1
英雄伝説2014世界搏撃王争覇戦	1
英雄伝説　新春武術チャリティナイト	1
英雄伝説アジアチャンピオンリーグ総決戦 in 敦煌	1
藤原敏男スポーツジム後援会「Fujiwara Festival 〜藤原祭り2009〜」	1
被災地復興チャリティー NIPPON FIGHT	1
蹴拳	1
蹴拳 24	1
蹴拳 27   ※蹴拳 ムエタイライト級次期挑戦者決定トーナメント準決勝	1
蹴拳 31	1
蹴拳 31 ※蹴拳 ムエタイライト級挑戦者決定戦	1
蹴拳18	1
蹴拳22	1
蹴拳23 Joe Tsuchiya Festival	1
蹴拳25	1
蹴拳27	1
蹴拳30	1
蹴拳4	1
蹴拳CONNECT	1
蹴拳 34	1
蹴拳Ⅴ	1
蹴拳プロモーション「蹴拳Ⅶ」	1
迎撃覇者	1
野良犬祭3	1
野良犬祭4	1
鐵拳(MAキック)	1
鐵拳-15	1
闘真会館 BATTLE FRONT 1	1
露橋スポーツセンター	1
静岡KICKvol.8	1
静岡kick	1
韓国	1
韓国・釜山	1
龍生塾 THE FORCE	1
龍生塾「THE FORCE 2」	1
龍生塾「THE FORCE」	1
龍生塾「The Forth IV」	1
龍生塾「どついたるねん8」	1
龍生塾「どついたるねん9」	1
龍行天下	1
（ラスベガス）	1
Ｋ－ダイナミズムバーニングバウトvol１	1
