slug,nameJa,shootoId,date,section,symbol,result,opponentRaw,opponentShootoId,methodRaw,linkedResultId,category,note,mismatchPattern,existingNoteRaw
sekiguchi-yuto,関口祐冬,959,2017-11-19,SHOOTO,○,win,"斎藤  康太",1111,"判定 3-0",47,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2017-05-12,SHOOTO,△,draw,"本田  良介",1049,"2R  判定 0-0",42,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2015-06-21,VTJ,○,win,"若松  佑弥",958,"1R 02:43 S  腕ひしぎ十字固め",18,matched,"",,""
nakamura-yusaku,中村優作,940,2026-03-29,SHOOTO,△,draw,"関口  祐冬",959,"ドロー 0-1",251,matched,"",,""
nakamura-yusaku,中村優作,940,2025-11-22,SHOOTO,○,win,"打威致",1453,"判定 3-0",238,matched,"",,""
nakamura-yusaku,中村優作,940,2019-03-24,SHOOTO,○,win,"ロドニー  モンダラ",1187,"1R 01:57 KO  グラウンド・パンチ",71,matched,"",,""
nakamura-yusaku,中村優作,940,2017-10-15,SHOOTO,×,loss,"ライリー  ドゥトロ",1097,"2R 02:14 KO  KO",46,matched,"",,""
nakamura-yusaku,中村優作,940,2015-09-13,VTJ,○,win,"グォン  サンス",941,"2R 00:36 KO",16,matched,"",,""
nakamura-yusaku,中村優作,940,2015-06-21,VTJ,○,win,"カナ  ハヤット",904,"2R 02:22 KO",18,matched,"",,""
nakamura-yusaku,中村優作,940,2014-06-28,VTJ,○,win,"山本  賢治",191,"3R  判定 1-2",22,matched,"",,""
nagai-kanata,永井奏多,1548,2025-09-21,SHOOTO,○,win,"齋藤  奨司",1339,"3R 03:24 S",239,matched,"",,""
nagai-kanata,永井奏多,1548,2025-05-25,SHOOTO,○,win,"ダイキ  ライトイヤー",295,"1R 04:52 TKO  レフェリーストップ/グラウンドパンチ",228,matched,"",,""
nagai-kanata,永井奏多,1548,2025-03-16,SHOOTO,○,win,"藤井  伸樹",1148,"判定 0-3",217,matched,"",,""
nagai-kanata,永井奏多,1548,2024-10-20,SHOOTO,○,win,"一條  貴洋",197,"1R 02:34 KO",193,matched,"",,""
nagai-kanata,永井奏多,1548,2024-04-07,SHOOTO,○,win,"松下  祐介",232,"判定 0-3",181,matched,"",,""
nagai-kanata,永井奏多,1548,2024-01-28,SHOOTO,○,win,"HAMMER  KATU",1414,"判定 3-0",199,matched,"",,""
nagai-kanata,永井奏多,1548,2023-10-21,SHOOTO,○,win,"小林  佳純",1050,"判定 0-3",167,matched,"",,""
nagai-kanata,永井奏多,1548,2023-05-21,SHOOTO,○,win,"新井  拓巳",1253,"1R 01:13 TKO  レフェリーストップ",173,matched,"",,""
nagai-kanata,永井奏多,1548,2023-04-09,SHOOTO,△,draw,"藤田  ムネノリ",1547,"判定 0-0",157,matched,"",,""
saito-shoji,齋藤奨司,1339,2026-02-18,SHOOTO,○,win,"シンバートル  バットエルデネ",1873,"判定 0-3",260,matched,"",,""
saito-shoji,齋藤奨司,1339,2025-09-21,SHOOTO,×,loss,"永井  奏多",1548,"3R 03:24 S",239,matched,"",,""
saito-shoji,齋藤奨司,1339,2024-07-21,SHOOTO,○,win,"藤井  伸樹",1148,"判定 1-2",188,matched,"",,""
saito-shoji,齋藤奨司,1339,2023-05-21,SHOOTO,○,win,"須藤  拓真",1500,"判定 0-3",173,matched,"",,""
saito-shoji,齋藤奨司,1339,2023-01-15,SHOOTO,○,win,"野尻  定由",1185,"1R 04:23 KO",151,matched,"",,""
saito-shoji,齋藤奨司,1339,2022-11-27,SHOOTO,△,draw,"新井  拓巳",1253,"判定 0-1",134,matched,"",,""
saito-shoji,齋藤奨司,1339,2022-07-17,SHOOTO,○,win,"高岡  宏気",1067,"判定 3-0",132,matched,"",,""
saito-shoji,齋藤奨司,1339,2022-03-21,SHOOTO,○,win,"親川  龍",1175,"判定 0-3",130,matched,"",,""
saito-shoji,齋藤奨司,1339,2021-10-02,SHOOTO,○,win,"谷井  翔太",1353,"判定 3-0",119,matched,"",,""
saito-shoji,齋藤奨司,1339,2021-06-26,SHOOTO,×,loss,"片山  将宏",1340,"判定 0-3",118,matched,"",,""
nakano-goki,中野剛貴,1483,2026-03-29,SHOOTO,○,win,"杉野  光星",1614,"1R 03:22 KO",251,matched,"",,""
nakano-goki,中野剛貴,1483,2025-07-21,SHOOTO,○,win,"青柳  洸志",777,"2R 04:33 TKO  レフェリーストップ/グラウンドパンチ",221,matched,"",,""
nakano-goki,中野剛貴,1483,2025-03-16,SHOOTO,○,win,"松下  祐介",232,"判定 3-0",217,matched,"",,""
nakano-goki,中野剛貴,1483,2024-03-23,SHOOTO,×,loss,"人見  礼王",1658,"2R 02:35 KO",179,matched,"",,""
nakano-goki,中野剛貴,1483,2023-11-19,SHOOTO,○,win,"Jセロウ  若林",1081,"判定 0-3",169,matched,"",,""
nakano-goki,中野剛貴,1483,2022-10-15,SHOOTO,×,loss,"川北  晏生",1385,"判定 2-0",138,matched,"",,""
sugino-kosei,杉野光星,1614,2026-03-29,SHOOTO,×,loss,"中野  剛貴",1483,"1R 03:22 KO",251,matched,"",,""
sugino-kosei,杉野光星,1614,2025-09-21,SHOOTO,○,win,"ザヒド  アフメドフ",1851,"1R 00:41 KO",239,matched,"",,""
sugino-kosei,杉野光星,1614,2025-03-16,SHOOTO,○,win,"川北  晏生",1385,"判定 0-3",217,matched,"",,""
sugino-kosei,杉野光星,1614,2024-11-30,SHOOTO,○,win,"平川  智也",305,"判定 0-2",212,matched,"",,""
sugino-kosei,杉野光星,1614,2023-09-24,SHOOTO,○,win,"谷井  翔太",1353,"判定 0-3",166,matched,"",,""
baterdene-simbaatar,シンバートルバットエルデネ,1873,2026-07-13,SHOOTO,×,loss,"シモン  スズキ",1636,"1R 01:46 TS",285,matched,"",,""
baterdene-simbaatar,シンバートルバットエルデネ,1873,2026-02-18,SHOOTO,×,loss,"齋藤  奨司",1339,"判定 0-3",260,matched,"",,""
baterdene-simbaatar,シンバートルバットエルデネ,1873,2025-10-19,SHOOTO,○,win,"野瀬  翔平",1141,"1R 01:20 S  フロントスリーパーホールド",243,matched,"",,""
nose-shohei,野瀬翔平,1141,2026-06-28,SHOOTO,○,win,"青柳  洸志",777,"1R 03:19 TS",299,matched,"",,""
nose-shohei,野瀬翔平,1141,2026-02-18,SHOOTO,○,win,"ジョン  オルニド",1906,"1R 03:14 S  アームロック",260,matched,"",,""
nose-shohei,野瀬翔平,1141,2025-10-19,SHOOTO,×,loss,"シンバートル  バットエルデネ",1873,"1R 01:20 S  フロントスリーパーホールド",243,matched,"",,""
nose-shohei,野瀬翔平,1141,2025-05-11,SHOOTO,○,win,"加藤  ケンジ",130,"1R 03:35 S  肩固め",235,matched,"",,""
nose-shohei,野瀬翔平,1141,2024-12-29,SHOOTO,×,loss,"ダイキ  ライトイヤー",295,"判定 1-2",214,matched,"",,""
nose-shohei,野瀬翔平,1141,2024-09-22,SHOOTO,○,win,"人見  礼王",1658,"2R 02:53 S  チキンウィングアームロック",192,matched,"",,""
nose-shohei,野瀬翔平,1141,2023-12-03,SHOOTO,○,win,"神田 T800 周一",1221,"1R 03:10 S  チキンウイングアームロック",170,matched,"",,""
nose-shohei,野瀬翔平,1141,2023-03-19,SHOOTO,○,win,"新井  拓巳",1253,"1R 02:53 S  チキンウイング・アームロック",153,matched,"",,""
nose-shohei,野瀬翔平,1141,2022-05-15,SHOOTO,○,win,"藤川  智史",229,"1R 01:15 S  フロントスリーパーホールド",143,matched,"",,""
nose-shohei,野瀬翔平,1141,2021-12-05,SHOOTO,○,win,"奇天烈",127,"1R 04:36 S  ネックシザース",127,matched,"",,""
nose-shohei,野瀬翔平,1141,2021-07-25,SHOOTO,○,win,"齋藤  翼",214,"判定 0-3",112,matched,"",,""
nose-shohei,野瀬翔平,1141,2020-09-19,SHOOTO,×,loss,"工藤  諒司",1115,"1R 02:13 KO",94,matched,"",,""
nose-shohei,野瀬翔平,1141,2019-06-16,SHOOTO,○,win,"一水  浩二",1181,"1R 02:02 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
nose-shohei,野瀬翔平,1141,2018-10-21,SHOOTO,○,win,"田原  樹也",298,"1R 02:01 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
nose-shohei,野瀬翔平,1141,2018-07-15,SHOOTO,△,draw,"國頭  武",624,"2R  判定 0-0",58,matched,"",,""
sasuke,SASUKE,288,2025-03-16,SHOOTO,○,win,"椿  飛鳥",1296,"2R 02:54 TS",217,matched,"",,""
sasuke,SASUKE,288,2024-05-19,SHOOTO,○,win,"ジョングウェン  パン",1702,"1R 03:02 S  膝十字固め",204,matched,"",,""
sasuke,SASUKE,288,2023-12-02,SHOOTO,○,win,"田中  半蔵",250,"3R 01:07 TKO  レフェリーストップ",171,matched,"",,""
sasuke,SASUKE,288,2023-03-19,SHOOTO,○,win,"たてお",701,"2R 01:49 KO",153,matched,"",,""
sasuke,SASUKE,288,2021-07-25,SHOOTO,○,win,"工藤  諒司",1115,"判定 2-0",112,matched,"",,""
sasuke,SASUKE,288,2021-01-31,SHOOTO,○,win,"内藤  太尊",15,"2R 02:34 S  スリーパーホールド",108,matched,"",,""
sasuke,SASUKE,288,2020-09-19,SHOOTO,○,win,"仲山  貴志",300,"2R 02:05 TKO",102,matched,"",,""
sasuke,SASUKE,288,2020-05-31,SHOOTO,○,win,"西浦 ウィッキー 聡生",258,"判定 3-0",92,matched,"",,""
sasuke,SASUKE,288,2019-11-24,SHOOTO,○,win,"山本 健斗 デリカット",314,"判定 0-2",77,matched,"",,""
sasuke,SASUKE,288,2019-10-20,SHOOTO,○,win,"稲葉  聡",269,"1R 03:48 S  フロント・スリーパーホールド",76,matched,"",,""
sasuke,SASUKE,288,2019-07-15,SHOOTO,○,win,"鈴木  淑徳",355,"1R 04:30 TKO  レフェリーストップ",74,matched,"",,""
sasuke,SASUKE,288,2016-12-11,SHOOTO,×,loss,"山本 健斗 デリカット",314,"1R 04:37 KO  スタンドパンチ",37,matched,"",,""
sasuke,SASUKE,288,2016-11-06,SHOOTO,○,win,"小川  将貴",275,"2R 00:38 TKO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
sasuke,SASUKE,288,2016-07-17,SHOOTO,△,draw,"たてお",701,"判定 1-0",7,mismatch,"既存result=loss vs profile symbol=△(draw) [shootoRecords, event=プロフェッショナル修斗公式戦] judge(count=0,tie=0,majorityDraw=false)",other,"優勢ポイント1-2で飯田選手がトーナメント準決勝進出"
sasuke,SASUKE,288,2016-03-21,SHOOTO,○,win,"葛西  達",276,"2R  判定 0-3",8,matched,"",,""
hikaru,ヒカル,1704,2026-05-17,SHOOTO,○,win,"青井  太一",1485,"3R 01:07 TKO",253,matched,"",,""
hikaru,ヒカル,1704,2025-11-22,SHOOTO,○,win,"山本 健斗 デリカット",314,"判定 1-2",238,matched,"",,""
hikaru,ヒカル,1704,2025-01-19,SHOOTO,○,win,"歩生",1659,"判定 3-0",216,matched,"",,""
hikaru,ヒカル,1704,2024-05-26,SHOOTO,○,win,"清水  洸志",1377,"判定 3-0",185,matched,"",,""
aoi-taichi,青井太一,1485,2026-05-17,SHOOTO,×,loss,"ヒカル",1704,"3R 01:07 TKO",253,matched,"",,""
aoi-taichi,青井太一,1485,2026-02-28,SHOOTO,△,draw,"たてお",701,"判定 1-0",250,mismatch,"既存result=loss vs profile symbol=△(draw) [shootoRecords, event=SHOOTO GIG TOKYO Vol.40] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"［レフェリー］橋本 貴\n［ジャッジ］\n片岡 誠人28-28 （1R 9-10／2R 10-8／3R 9-10）\n福田 正人28-28 （1R 9-10／2R 10-8／3R 9-10）\n石川 喬也 29-28 （1R 9-10／2R 10-8／3R 10-9）"
aoi-taichi,青井太一,1485,2025-05-18,SHOOTO,○,win,"石原  夜叉坊",162,"1R 02:07 KO",229,matched,"",,""
aoi-taichi,青井太一,1485,2025-03-23,SHOOTO,×,loss,"上原  平",1249,"判定 2-1",218,matched,"",,""
aoi-taichi,青井太一,1485,2024-12-29,SHOOTO,○,win,"山本 健斗 デリカット",314,"1R 00:42 KO",214,matched,"",,""
aoi-taichi,青井太一,1485,2024-09-01,SHOOTO,○,win,"澤江  優侍",1561,"1R 00:56 TKO  ボディへの膝蹴り",211,matched,"",,""
aoi-taichi,青井太一,1485,2024-05-19,SHOOTO,×,loss,"齋藤  翼",214,"判定 3-0",184,matched,"",,""
aoi-taichi,青井太一,1485,2024-03-23,SHOOTO,○,win,"島村  裕",1671,"1R 04:21 KO",179,matched,"",,""
aoi-taichi,青井太一,1485,2024-01-28,SHOOTO,○,win,"加藤  裕彦",1162,"2R 02:33 TKO  レフェリーストップ",178,matched,"",,""
aoi-taichi,青井太一,1485,2023-12-02,SHOOTO,×,loss,"ネイン  デイネッシュ",1623,"判定 0-3",171,matched,"",,""
aoi-taichi,青井太一,1485,2023-10-21,SHOOTO,○,win,"椿  馨",1562,"判定 3-0",167,matched,"",,""
aoi-taichi,青井太一,1485,2023-05-21,SHOOTO,×,loss,"國頭  武",624,"2R 02:14 S  肩固め",173,matched,"",,""
aoi-taichi,青井太一,1485,2023-04-09,SHOOTO,△,draw,"中村  修平",1545,"ドロー 0-0",157,matched,"",,""
aoi-taichi,青井太一,1485,2022-10-15,SHOOTO,○,win,"太田  慎太郎",1498,"判定 3-0",138,matched,"",,""
tateo,たてお,701,2026-02-28,SHOOTO,△,draw,"青井  太一",1485,"判定 1-0",250,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=SHOOTO GIG TOKYO Vol.40] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"［レフェリー］橋本 貴\n［ジャッジ］\n片岡 誠人28-28 （1R 9-10／2R 10-8／3R 9-10）\n福田 正人28-28 （1R 9-10／2R 10-8／3R 9-10）\n石川 喬也 29-28 （1R 9-10／2R 10-8／3R 10-9）"
tateo,たてお,701,2025-09-21,SHOOTO,○,win,"上原  平",1249,"判定 1-2",239,matched,"",,""
tateo,たてお,701,2025-03-16,SHOOTO,△,draw,"シャ  ランディ",1665,"判定 0-0",217,matched,"",,""
tateo,たてお,701,2024-11-30,SHOOTO,○,win,"島村  裕",1671,"判定 3-0",212,matched,"",,""
tateo,たてお,701,2024-07-21,SHOOTO,×,loss,"椿  飛鳥",1296,"判定 2-1",188,matched,"",,""
tateo,たてお,701,2023-03-19,SHOOTO,×,loss,"SASUKE",288,"2R 01:49 KO",153,matched,"",,""
tateo,たてお,701,2022-09-19,SHOOTO,○,win,"論田  愛空隆",1089,"3R 01:13 TKO  レフェリーストップ",133,matched,"",,""
tateo,たてお,701,2022-07-03,SHOOTO,○,win,"山本 健斗 デリカット",314,"1R 02:49 S  スリーパーホールド",136,matched,"",,""
tateo,たてお,701,2021-12-19,SHOOTO,○,win,"後藤  陽駆",1140,"1R 03:38 S  スリーパーホールド",123,matched,"",,""
tateo,たてお,701,2021-10-02,SHOOTO,○,win,"木下  カラテ",1183,"判定 0-2",119,matched,"",,""
tateo,たてお,701,2020-12-20,SHOOTO,×,loss,"長田  拓也",406,"判定 3-0",115,matched,"",,""
tateo,たてお,701,2020-08-01,SHOOTO,△,draw,"宮路  智之",1242,"判定 0-0",93,matched,"",,""
tateo,たてお,701,2016-07-17,SHOOTO,△,draw,"SASUKE",288,"判定 1-0",7,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=プロフェッショナル修斗公式戦] judge(count=0,tie=0,majorityDraw=false)",other,"優勢ポイント1-2で飯田選手がトーナメント準決勝進出"
horie-taishi,堀江耐志,1907,2026-02-18,SHOOTO,○,win,"TOMA",255,"判定 1-2",260,matched,"",,""
toma,TOMA,255,2026-06-28,SHOOTO,○,win,"田中  半蔵",250,"2R 01:09 TKO",299,matched,"",,""
toma,TOMA,255,2026-02-18,SHOOTO,×,loss,"堀江  耐志",1907,"判定 1-2",260,matched,"",,""
toma,TOMA,255,2024-07-28,SHOOTO,○,win,"ネイン  デイネッシュ",1623,"2R 01:15 KO",202,matched,"",,""
toma,TOMA,255,2024-01-28,SHOOTO,○,win,"齋藤  翼",214,"3R 02:41 TKO",199,matched,"",,""
toma,TOMA,255,2023-09-03,SHOOTO,○,win,"岡田  達磨",1361,"2R 02:36 TKO  グラウンドパンチ",164,matched,"",,""
toma,TOMA,255,2023-05-28,SHOOTO,×,loss,"結城  大樹",642,"判定 3-0",160,matched,"",,""
toma,TOMA,255,2020-01-26,SHOOTO,×,loss,"仲山  貴志",300,"判定 1-2",86,matched,"",,""
toma,TOMA,255,2019-06-30,SHOOTO,○,win,"高野  明",296,"判定 3-0",82,matched,"",,""
toma,TOMA,255,2018-09-23,SHOOTO,×,loss,"リオン  武",266,"判定 0-3",59,matched,"",,""
toma,TOMA,255,2018-06-17,SHOOTO,○,win,"山本 健斗 デリカット",314,"1R 01:30 KO  グラウンドパンチ",57,matched,"",,""
toma,TOMA,255,2017-11-19,SHOOTO,○,win,"三上  譲治",310,"2R 00:19 KO  グラウンドパンチ",47,matched,"",,""
toma,TOMA,255,2017-06-25,SHOOTO,○,win,"山本 健斗 デリカット",314,"判定 0-2",43,matched,"",,""
toma,TOMA,255,2017-05-12,SHOOTO,○,win,"内藤  太尊",15,"1R 00:56 KO  スタンドパンチ",42,matched,"",,""
toma,TOMA,255,2017-03-19,SHOOTO,×,loss,"仲山  貴志",300,"2R 04:40 S  スリーパーホールド",40,matched,"",,""
toma,TOMA,255,2016-12-11,SHOOTO,×,loss,"摩嶋  一整",309,"2R 02:07 S  スリーパーホールド",37,matched,"",,""
toma,TOMA,255,2015-09-06,SHOOTO,×,loss,"太田  拓己",272,"2R 04:14 KO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2015-06-21,SHOOTO,○,win,"里本  一也",290,"1R 04:49 KO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2015-03-20,SHOOTO,△,draw,"内藤  太尊",15,"2R  判定 1-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2014-09-21,SHOOTO,○,win,"虎刃殺獅",284,"2R 04:38 TKO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2014-07-19,SHOOTO,×,loss,"斎藤  裕",5,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2014-05-05,SHOOTO,○,win,"城田  和秀",215,"1R 02:34 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2014-04-27,SHOOTO,○,win,"田中  宏幸",641,"1R 02:10 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2014-01-12,SHOOTO,△,draw,"土肥 聖帝 潤",570,"2R  判定 1-1",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2013-09-01,SHOOTO,○,win,"天草 ストロンガー 四郎",268,"1R 04:11 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2013-06-08,SHOOTO,×,loss,"誠",186,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2013-04-07,SHOOTO,×,loss,"大道  翔貴",203,"2R  判定 0-2",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma,TOMA,255,2012-12-09,SHOOTO,○,win,"じゅん",571,"2R 03:40 S  フロントスリーパーホールド",,new1_precutoff,"",,""
toma,TOMA,255,2012-09-23,SHOOTO,○,win,"海鬼袈侍鬼",610,"2R  判定 2-0",,new1_precutoff,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2026-06-01,SHOOTO,×,loss,"ローウェン  タイナネス",2020,"1R 03:44 KO",284,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2026-03-29,SHOOTO,○,win,"キャプテン ☆ アフリカ",1056,"2R 02:45 KO",251,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2026-01-18,SHOOTO,×,loss,"イム  クァンウ",1899,"1R 04:49 KO  グランドパンチ",249,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2025-01-19,SHOOTO,○,win,"ライダーHIRO",1615,"1R 04:33 S  スリーパーホールド",216,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2024-11-30,SHOOTO,○,win,"マックス・ザ・ボディ",1295,"3R 03:17 S  スリーパーホールド",212,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2024-05-19,SHOOTO,○,win,"アーイージアコ  アーケンビエコァ",1701,"2R 02:31 TKO  膝十字固め",204,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2024-03-23,SHOOTO,○,win,"キム  ミンヒュン",1672,"1R 03:21 S  スリーパーホールド",179,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2023-11-19,SHOOTO,○,win,"後藤  陽駆",1140,"1R 00:21 KO",169,matched,"",,""
efeviga-yushi,エフェヴィガ雄志,1537,2023-01-15,SHOOTO,○,win,"クアト  驎",1499,"1R 01:20 TKO  レフェリーストップ",151,matched,"",,""
im-kwangwoo,イムクァンウ,1899,2026-01-18,SHOOTO,○,win,"エフェヴィガ  雄志",1537,"1R 04:49 KO  グランドパンチ",249,matched,"",,""
goto-ryo,後藤亮,1549,2026-02-18,SHOOTO,○,win,"シヴァエフ",1707,"1R 01:44 KO",260,matched,"",,""
goto-ryo,後藤亮,1549,2025-10-11,SHOOTO,○,win,"結城  大樹",642,"判定 0-2",223,matched,"",,""
goto-ryo,後藤亮,1549,2025-03-16,SHOOTO,○,win,"手島  響",1734,"判定 0-3",217,matched,"",,""
goto-ryo,後藤亮,1549,2023-04-09,SHOOTO,○,win,"石原  匠",1550,"判定 3-0",157,new2a_bout_missing_in_existing_event,"event shootoEventId=157 は既存だがbout自体が無い",,""
captain-africa,キャプテン☆アフリカ,1056,2026-03-29,SHOOTO,×,loss,"エフェヴィガ  雄志",1537,"2R 02:45 KO",251,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2024-07-28,SHOOTO,○,win,"大尊  伸光",247,"1R 02:03 S",206,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2022-07-03,SHOOTO,○,win,"長田  拓也",406,"判定 3-0",136,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2021-12-19,SHOOTO,○,win,"マックス・ザ・ボディ",1295,"1R 02:46 S  フロントスリーパーホールド",123,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2021-07-04,SHOOTO,×,loss,"マックス・ザ・ボディ",1295,"判定 0-3",111,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2020-12-20,SHOOTO,○,win,"田中  有",1102,"1R 04:02 S  Vクロスアームバー",103,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2020-07-12,SHOOTO,×,loss,"川名 TENCHO 雄生",4,"1R 03:48 KO",100,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2019-11-24,SHOOTO,○,win,"AB",321,"2R 01:10 TKO",77,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2019-06-30,SHOOTO,○,win,"ウエタ  ユウ",320,"判定 3-0",82,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2018-11-17,SHOOTO,×,loss,"小谷  直之",984,"2R 00:51 S  スリーパーホールド",60,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2018-06-17,SHOOTO,×,loss,"キム  ギョンピョ",1142,"1R 01:50 KO  グラウンドパンチ",57,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2018-03-25,SHOOTO,○,win,"鈴木  槙吾",1075,"1R 01:25 S  アームバー",54,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2017-12-23,SHOOTO,○,win,"Ju-sei  Aquila",1058,"1R 01:28 S  腕ひしぎ十字固め",62,matched,"",,""
captain-africa,キャプテン☆アフリカ,1056,2017-09-03,SHOOTO,○,win,"興梠  弘樹",1103,"1R 00:50 S  腕ひしぎ十字固め",50,matched,"",,""
shivaev,シヴァエフ,1707,2026-02-18,SHOOTO,×,loss,"後藤  亮",1549,"1R 01:44 KO",260,matched,"",,""
shivaev,シヴァエフ,1707,2025-07-21,SHOOTO,○,win,"西尾  真輔",1739,"2R 05:00 TKO  レフェリーストップ/グラウンドパンチ",221,matched,"",,""
shivaev,シヴァエフ,1707,2025-01-19,SHOOTO,○,win,"手島  響",1734,"2R 00:21 TKO  レフェリーストップ/グラウンドパンチ",216,matched,"",,""
shivaev,シヴァエフ,1707,2024-11-17,SHOOTO,○,win,"山下  康一郎",1760,"2R 01:43 KO",215,matched,"",,""
shivaev,シヴァエフ,1707,2024-07-14,SHOOTO,○,win,"KENZO",1394,"2R 01:25 TKO  レフェリーストップ",207,matched,"",,""
shivaev,シヴァエフ,1707,2024-05-26,SHOOTO,○,win,"ムクロック",1706,"判定 0-3",185,matched,"",,""
nishio-shinsuke,西尾真輔,1739,2025-07-21,SHOOTO,×,loss,"シヴァエフ",1707,"2R 05:00 TKO  レフェリーストップ/グラウンドパンチ",221,matched,"",,""
nishio-shinsuke,西尾真輔,1739,2024-09-22,SHOOTO,○,win,"マックス・ザ・ボディ",1295,"1R 00:36 KO",192,matched,"",,""
sumimura-ryuichiro,住村竜市朗,400,2026-05-17,SHOOTO,×,loss,"デソウザ  マルセル",1854,"2R 00:55 KO",283,matched,"",,""
sumimura-ryuichiro,住村竜市朗,400,2025-11-16,SHOOTO,○,win,"森井   翼",1885,"2R 03:03 TS",224,matched,"",,""
sumimura-ryuichiro,住村竜市朗,400,2025-07-21,SHOOTO,○,win,"ソーキ",402,"判定 0-3",221,matched,"",,""
sumimura-ryuichiro,住村竜市朗,400,2024-09-22,SHOOTO,○,win,"西條  英成",1564,"判定 3-0",192,matched,"",,""
sumimura-ryuichiro,住村竜市朗,400,2010-12-18,SHOOTO,△,draw,"井上  雄策",386,"2R  判定 1-0",,new1_precutoff,"",,""
desouza-marcel,デソウザマルセル,1854,2026-05-17,SHOOTO,○,win,"住村  竜市朗",400,"2R 00:55 KO",283,matched,"",,""
desouza-marcel,デソウザマルセル,1854,2026-01-18,SHOOTO,△,draw,"グラップラー脇",1708,"判定 1-0",249,matched,"",,""
desouza-marcel,デソウザマルセル,1854,2025-09-21,SHOOTO,○,win,"六郷   海南人",1853,"1R 00:38 KO",222,matched,"",,""
sumiyoshi-ryota,墨吉涼太,1452,2024-11-17,SHOOTO,○,win,"ソーキ",402,"1R 03:47 KO",215,matched,"",,""
sumiyoshi-ryota,墨吉涼太,1452,2023-12-03,SHOOTO,○,win,"ソーキ",402,"判定 0-3",170,matched,"",,""
sumiyoshi-ryota,墨吉涼太,1452,2022-12-04,SHOOTO,○,win,"久保  昌弘",969,"1R 00:55 KO",172,matched,"",,""
sumiyoshi-ryota,墨吉涼太,1452,2022-05-15,SHOOTO,×,loss,"加藤  正憲",390,"判定 2-0",143,matched,"",,""
cooper-makoa,マコアクーパー,1945,2026-04-19,SHOOTO,○,win,"西條  英成",1564,"判定 0-3",264,matched,"",,""
saijo-hidenari,西條英成,1564,2026-04-19,SHOOTO,×,loss,"マコア  クーパー",1945,"判定 0-3",264,matched,"",,""
saijo-hidenari,西條英成,1564,2025-10-19,SHOOTO,○,win,"クルボン  バトル",1874,"判定 3-0",243,matched,"",,""
saijo-hidenari,西條英成,1564,2025-01-19,SHOOTO,○,win,"ムクロック",1706,"1R 01:51 S  腕十字固め",216,matched,"",,""
