name,yomi_kana,yomi_romaji,yomi_source,gym,orgs,source_urls
切詰大貴,キリヅメ ダイキ,,published_kana,,,https://ja.wikipedia.org/wiki/切詰大貴
基流・ザ・ビャー,キリュウ ザ ビャー,,published_kana,,,https://ja.wikipedia.org/wiki/基流・ザ・ビャー
キリルアン・チョー.ハーパヤック,キリルアン・チョー.ハーパヤック,,published_kana,Chor.Hapayak GYM,K-1,https://www.k-1.co.jp/fighter/1323
キル・ビー,キル・ビー,,published_kana,,K-1,https://www.k-1.co.jp/fighter/666
金泰泳,キン タイエイ,,published_kana,,,https://ja.wikipedia.org/wiki/金泰泳_(格闘家)
KING皇兵,キング コウヘイ,,published_kana,,,https://ja.wikipedia.org/wiki/KING皇兵
KING剛,キング タケシ,KING Takeshi,published_kana,ROYAL KINGS,Krush|Krush-EX|RISE|KNOCK OUT,https://www.k-1.co.jp/fighter/1707|https://rise-rc.com/fighter/king_takeshi/|https://knockoutkb.com/fighters/king_takeshi_452
金太郎,キンタロウ,Kintaro,published_kana,team Bonds,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1748
金ちゃん,キンチャン,Kinchan,converted,KICK-BOXING K style,RISE,https://rise-rc.com/fighter/kinchan/
ギャリー・オニール,ギャリー・オニール,,published_kana,,,https://ja.wikipedia.org/wiki/ギャリー・オニール
銀二,ギンジ,Ginji,converted,SBHキックボクシングジム,RISE,https://rise-rc.com/fighter/ginji/
銀次,ギンジ,Ginji,published_kana,team Authentic,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1293
銀次,ギンジ,Ginji,converted,VAINQUEUR GYM,KNOCK OUT,https://knockoutkb.com/fighters/ginji_243
ギンティ・ブレーダ,ギンティ・ブレーダ,,published_kana,,,https://ja.wikipedia.org/wiki/ギンティ・ブレーダ
ギンペット・バーンランバー,ギンペット・バーンランバー,,published_kana,タイ/バーンランバージム,KNOCK OUT,https://knockoutkb.com/fighters/kingphet_baanramba_497
クォン・ギソプ,クォン・ギソプ,,published_kana,IB GYM,K-1,https://www.k-1.co.jp/fighter/1028
クォン・ジャンウォン,クォン・ジャンウォン,,published_kana,Cheonghak Muaythai Gym,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1460
日下部 太市郎,クサカベ タイチロウ,Kusakabe Taichiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/124
日下部竜也,クサカベ リュウヤ,,published_kana,,,https://ja.wikipedia.org/wiki/日下部竜也|https://www.k-1.co.jp/fighter/501
草津賢治,クサツ ケンジ,,published_kana,,,https://ja.wikipedia.org/wiki/草津賢治
草野 浩二郎,クサノ コウジロウ,Kusano Kojiro,published_kana,K-1ジム・ウルフ TEAM ASTER,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1789
九島 亮,クシマ マコト,Kushima Makoto,published_kana,,K-1,https://www.k-1.co.jp/fighter/625
工藤 勇樹,クドウ ユウキ,Kudo Yuki,published_kana,エスジム,K-1,https://www.k-1.co.jp/fighter/702
国崇,クニタカ,,published_kana,,,https://ja.wikipedia.org/wiki/国崇|https://www.k-1.co.jp/fighter/622
久保 一馬,クボ カズマ,Kubo Kazuma,published_kana,FIGHT CLUB 428,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/851
久保賢司,クボ ケンジ,,published_kana,,,https://ja.wikipedia.org/wiki/久保賢司|https://www.k-1.co.jp/fighter/499
久保優太,クボ ユウタ,,published_kana,,,https://ja.wikipedia.org/wiki/久保優太|https://www.k-1.co.jp/fighter/13
久保田 悠悟,クボタ ユウゴ,Kubota Yugo,published_kana,A-BLAZE×KICKGYM,K-1,https://www.k-1.co.jp/fighter/877
熊谷直子,クマガイ ナオコ,,published_kana,,,https://ja.wikipedia.org/wiki/熊谷直子
クマンドーイ・ペッティンディーアカデミー,クマンドーイ・ペッティンディーアカデミー,,published_kana,ペッティンディーアカデミー,RISE,https://rise-rc.com/fighter/kumandoi-petchyindeeacademy/
玖村 修平,クムラ シュウヘイ,Kumura Shuhei,published_kana,シューティングスター,K-1 WORLD GP|Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/879|https://knockoutkb.com/fighters/kumura_shuhei_135
呼良,クラ,Kura,published_kana,SHINE SPORTS CLUB,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1314
クラウディオ・イストラテ,クラウディオ・イストラテ,,published_kana,Accademia NKT Team Saitta,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1408
倉崎 昌史,クラサキ マサフミ,Kurasaki Masafumi,published_kana,GETOVER,K-1,https://www.k-1.co.jp/fighter/181
倉田 永輝,クラタ エイキ,Kurata Eiki,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1015
倉田 大珠,クラタ タイジュ,Kurata Taiju,published_kana,朝久道場 KING TEAM KURATA,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1663
倉田 光敏,クラタ ミツトシ,Kurata Mitsutoshi,published_kana,,K-1,https://www.k-1.co.jp/fighter/623
クラマック・チャンラッチ,クラマック・チャンラッチ,,published_kana,カンボジア,KNOCK OUT,https://knockoutkb.com/fighters/koramak_chanrach_624
倉持 厳,クラモチ,Kuramochi,published_kana,,K-1,https://www.k-1.co.jp/fighter/555
倉持 心一夢,クラモチ シマ,Kuramochi Shima,published_kana,,K-1,https://www.k-1.co.jp/fighter/409
栗秋 祥梧,クリアキ ショウゴ,Kuriaki Shogo,published_kana,クロスポイント吉祥寺,K-1,https://www.k-1.co.jp/fighter/937
クリスチャン・スペトゥク,クリスチャン・スペトゥク,,published_kana,,K-1,https://www.k-1.co.jp/fighter/739
クリスティーナ・モラレス,クリスティーナ・モラレス,,published_kana,Team Jesus Cabello,K-1,https://www.k-1.co.jp/fighter/1023
クリストス・ミハルツォス,クリストス・ミハルツォス,,published_kana,BULLS FIGHT ACADEMY,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1742
クリストフ・プルボー,クリストフ・プルボー,,published_kana,,,https://ja.wikipedia.org/wiki/クリストフ・プルボー
クリス・ファン・ベンローイ,クリス・ファン・ベンローイ,,published_kana,,,https://ja.wikipedia.org/wiki/クリス・ファン・ベンローイ
クリス・ブラッドフォード,クリス・ブラッドフォード,,published_kana,TopTier Muay Thai/Team Greco,K-1,https://www.k-1.co.jp/fighter/951
クリス・マセーリ,クリス・マセーリ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/700
栗原 圭佑,クリハラ ケイスケ,Kurihara Keisuke,published_kana,,K-1,https://www.k-1.co.jp/fighter/278
クルーズ・ブリッグス,クルーズ・ブリッグス,,published_kana,8limbs bondi,K-1,https://www.k-1.co.jp/fighter/974
CRAZY884,クレイジーハヤシ,,published_kana,,,https://ja.wikipedia.org/wiki/CRAZY884
クレイトン・ヌニェス,クレイトン・ヌニェス,,published_kana,AFAM,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1682
蔵人,クロウド,Kuroudo,published_kana,名古屋JKファクトリー,K-1,https://www.k-1.co.jp/fighter/710
黒川 瑛斗,クロカワ エイト,Kurokawa Eito,published_kana,team VASILEUS,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1262
黒川 拓哉,クロカワ タクヤ,Kurokawa Takuya,published_kana,WEED GYM,K-1,https://www.k-1.co.jp/fighter/589
黒田アキヒロ,クロダ アキヒロ,,published_kana,,,https://ja.wikipedia.org/wiki/黒田アキヒロ|https://www.k-1.co.jp/fighter/551
黒田斗真,クロダ トウマ,,published_kana,,,https://ja.wikipedia.org/wiki/黒田斗真|https://www.k-1.co.jp/fighter/827
黒田英雄,クロダ ヒデオ,,published_kana,,,https://ja.wikipedia.org/wiki/黒田英雄_(格闘家)
黒田 勇斗,クロダ ユウト,Kuroda Yuto,published_kana,FORWARD GYM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/861
桑田 裕太,クワタ ユウタ,Kuwata Yuta,published_kana,,K-1,https://www.k-1.co.jp/fighter/729
桑名 大輔,クワナ ダイスケ,Kuwana Daisuke,published_kana,FKC,K-1,https://www.k-1.co.jp/fighter/1075
クンスックノーイ・ブームデックシーン,クンスックノーイ・ブームデックシーン,,published_kana,Boomdeksean,RISE,https://rise-rc.com/fighter/khunsuknoy-boomdeksean/
クンスック・ペッティンディーアカデミー,クンスック・ペッティンディーアカデミー,,published_kana,ペッティンディーアカデミー,RISE,https://rise-rc.com/fighter/kunsuk_petchyindeeacademy/
クンタップ・ウィラサクレック,クンタップ・ウィラサクレック,,published_kana,,,https://ja.wikipedia.org/wiki/クンタップ・ウィラサクレック
クンタップ・チャロンチャイ,クンタップ・チャロンチャイ,,published_kana,タイ/TEAM KUNTAP,KNOCK OUT,https://knockoutkb.com/fighters/kuntap_charoenchai_123
ク・テウォン,ク・テウォン,,published_kana,仁川YAK GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1721
グァニー・バラッジ,グァニー・バラッジ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/31
グザヴィエ・バスター,グザヴィエ・バスター,,published_kana,,K-1,https://www.k-1.co.jp/fighter/225
グスタボ・ボリーノ,グスタボ・ボリーノ,,published_kana,TEIXEIRA TEAM,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1638
グラウベ・フェイトーザ,グラウベ・フェイトーザ,,published_kana,,,https://ja.wikipedia.org/wiki/グラウベ・フェイトーザ
グレイシャア亜紀,グレイシャア アキ,,published_kana,,,https://ja.wikipedia.org/wiki/グレイシャア亜紀|https://www.k-1.co.jp/fighter/391
グレイス・スパイサー,グレイス・スパイサー,,published_kana,,K-1,https://www.k-1.co.jp/fighter/763
GRAVY未宇,グレイビー ミウ,Gravy Miu,published_kana,Typhoon Club,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1747
グレゴリー・トニー,グレゴリー・トニー,,published_kana,,,https://ja.wikipedia.org/wiki/グレゴリー・トニー
グロリア・ペリトーレ,グロリア・ペリトーレ,,published_kana,Raini Clan,K-1,https://www.k-1.co.jp/fighter/1050
軍司 翔香,グンジ ショウカ,Gunji Syoka,published_kana,,K-1,https://www.k-1.co.jp/fighter/463
軍司 泰斗,グンジ タイト,GUNJI Taito,published_kana,TEAM SUERTE,KNOCK OUT,https://knockoutkb.com/fighters/gunji_taito_381|https://ja.wikipedia.org/wiki/軍司泰斗|https://www.k-1.co.jp/fighter/125
郡司 光,グンジ ヒカル,Gunji Hikaru,published_kana,池袋BLUE DOG GYM,K-1,https://www.k-1.co.jp/fighter/734
グンター・カルンダ,グンター・カルンダ,,published_kana,ReBORN経堂,K-1 WORLD GP|RISE,https://www.k-1.co.jp/fighter/1722|https://rise-rc.com/fighter/gunther_kalunda/
グ・テウォン,グ・テウォン,,published_kana,韓国/YAK GYM,KNOCK OUT,https://knockoutkb.com/fighters/ku_taewon_186
グーカン・サキ,グーカン・サキ,,published_kana,,,https://ja.wikipedia.org/wiki/グーカン・サキ
グート・イノセンテ,グート・イノセンテ,,published_kana,生年月日,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1512
慧,ケイ,KEI,converted,真樹ジムオキナワ,KNOCK OUT,https://knockoutkb.com/fighters/kei_517
K-Jee,ケイジ,,published_kana,SHINE SPORTS CLUB,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/60
ケイスリィ・ヴァンス,ケイスリィ・ヴァンス,,published_kana,オーストラリア,KNOCK OUT,https://knockoutkb.com/fighters/kaithly_vance_115
啓斗,ケイト,Keito,published_kana,team ALL-WIN,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1093|https://knockoutkb.com/fighters/keito_609
ケイト・ウィラサクレック,ケイト・ウィラサクレック,,published_kana,WSRフェアテックス三ノ輪,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1100
ケリス・べラ,ケリス・べラ,Kerrith Bhella,published_kana,,K-1,https://www.k-1.co.jp/fighter/51
ケリム・ジェマイ,ケリム・ジェマイ,,published_kana,ZAM-ZAM Ulm,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1407
KEN,ケン,,published_kana,OGUNI-GYM,K-1,https://www.k-1.co.jp/fighter/359
拳志,ケンシ,Kenshi,converted,DFC博多,RISE,https://rise-rc.com/fighter/kenshi/
拳士浪,ケンシロウ,,published_kana,,,https://ja.wikipedia.org/wiki/拳士浪
健介,ケンスケ,Kensuke,published_kana,Jay's Box,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1242
健太,ケンタ,KENTA,published_kana,NJKF・E.S.G,KNOCK OUT,https://knockoutkb.com/fighters/kenta_107|https://ja.wikipedia.org/wiki/健太|https://www.k-1.co.jp/fighter/337
絢太,ケンタ,Kenta,published_kana,CUC,K-1,https://www.k-1.co.jp/fighter/1109
剣闘士“俊”,ケントウシシュン,Kentoshi Syun,published_kana,K-1ジム総本部チームペガサス,K-1,https://www.k-1.co.jp/fighter/226
ケースケ,ケースケ,,published_kana,HIDE’S KICK,RISE,https://rise-rc.com/fighter/ke-suke/
元太郎,ゲンタロウ,Gentaro,published_kana,IDEAL GYM,K-1,https://www.k-1.co.jp/fighter/1428
ゲンナロン・ウィラサクレック,ゲンナロン・ウィラサクレック,,published_kana,,,https://ja.wikipedia.org/wiki/ゲンナロン・ウィラサクレック
ゲーオガンワーン・ソー.アムヌワイデッー,ゲーオガンワーン・ソー.アムヌワイデッー,,published_kana,タイ,KNOCK OUT,https://knockoutkb.com/fighters/kaewganwan_sor_amnuwaides_411
ゲーオ・ウィラサクレック,ゲーオ・ウィラサクレック,,published_kana,ウィラサクレック・フェアテックスジム,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/6
ゲーオ・フェアテックス,ゲーオ・フェアテックス,,published_kana,,,https://ja.wikipedia.org/wiki/ゲーオ・フェアテックス
ゲーリー・グッドリッジ,ゲーリー・グッドリッジ,,published_kana,,,https://ja.wikipedia.org/wiki/ゲーリー・グッドリッジ
小泉 竜,コイズミ リュウ,Koizumi Ryu,published_kana,池袋BLUE DOG GYM,K-1,https://www.k-1.co.jp/fighter/361
KOICHI,コウイチ,,published_kana,バンゲリングベイ・スピリット,K-1,https://www.k-1.co.jp/fighter/707
幸輝,コウキ,Koki,published_kana,インタージム,K-1,https://www.k-1.co.jp/fighter/1162
晃貴,コウキ,Koki,published_kana,team VASILEUS,K-1 WORLD GP|Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/736|https://knockoutkb.com/fighters/koki_504
虎宇輝,コウキ,Koki,published_kana,Y’ZD GYM,K-1,https://www.k-1.co.jp/fighter/340
髙口 賢史郎,コウグチ ケンシロウ,Koguchi Kenshiro,published_kana,K-1ジム五反田チームキングス,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1038
高下 由暉,コウゲ ユウキ,Koge Yuki,published_kana,team Ares,K-1,https://www.k-1.co.jp/fighter/672
コウシ・ノーナクシン,コウシ・ノーナクシン,,published_kana,ウォーワンチャイプロモーション,KNOCK OUT,https://knockoutkb.com/fighters/koshi_nor_naksin_495
皇治,コウジ,,published_kana,,,https://ja.wikipedia.org/wiki/皇治|https://www.k-1.co.jp/fighter/184
光佑,コウスケ,Kosuke,published_kana,WSRフェアテックス三ノ輪,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/922
KO-TA BRAVELY,コウタ ブレイブリー,,published_kana,BRAVELY GYM,K-1 WORLD GP|Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/1521|https://rise-rc.com/fighter/ko-ta-bravely/
洪太星,コウタイセイ,Kotaisei,published_kana,,K-1,https://www.k-1.co.jp/fighter/537
KOTARO,コウタロウ,,published_kana,RICE GATE,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1699
光太郎,コウタロウ,Kotaro,published_kana,,K-1,https://www.k-1.co.jp/fighter/279
KOUMA,コウマ,,published_kana,WSRフェアテックス荒川,K-1,https://www.k-1.co.jp/fighter/1006
光弥,コウヤ,Koya,published_kana,POWER OF DREAM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1546
小浦 翼,コウラ ツバサ,Koura Tsubasa,published_kana,K-1 GYM横浜infinity,K-1,https://www.k-1.co.jp/fighter/1431
小久保 裕気,コクボ ヒロキ,Kokubo Hiroki,published_kana,AX GYM,K-1,https://www.k-1.co.jp/fighter/699
小暮智,コグレ サトシ,,published_kana,,,https://ja.wikipedia.org/wiki/小暮智
KOKORO BRAVELY,ココロ ブレイブリー,,published_kana,BRAVELY GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1712
越川大樹,コシカワ ヒロキ,,published_kana,,,https://ja.wikipedia.org/wiki/越川大樹
小島 卓也,コジマ タクヤ,Kojima Takuya,published_kana,優弥道場,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1080
小島 大輝,コジマ ダイキ,Kojima Daiki,published_kana,一信会館総本部,K-1,https://www.k-1.co.jp/fighter/958
小次郎,コジロウ,,published_kana,,,https://ja.wikipedia.org/wiki/小次郎_(格闘家)
こすず,コスズ,Kosuzu,published_kana,K-1ジム目黒TEAM TIGER,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1532
コスタス・アスラニディス,コスタス・アスラニディス,,published_kana,VENUM GYM,K-1,https://www.k-1.co.jp/fighter/1563
児玉 兼慎,コダマ ケンシン,Kodama Kenshin,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1102
東風 シンジロウ,コチ シンジロウ,Kochi Shinjiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/185
小鉄,コテツ,Kotetsu,published_kana,K-1ジム蒲田チームアスラ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/59
小寺 雄太,コテラ ユウタ,Kotera Yuta,published_kana,谷山ジム,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1359
壽美,コトミ,Kotomi,published_kana,NEXT LEVEL渋谷,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/828
コナー・ロック,コナー・ロック,,published_kana,South Island Lee Gar,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1751
小西 拓槙,コニシ タクマ,Konishi Takuma,published_kana,クロスポイント吉祥寺,K-1,https://www.k-1.co.jp/fighter/516
小西 陵太,コニシ リョウタ,Konishi Ryota,published_kana,,K-1,https://www.k-1.co.jp/fighter/590
此尾 昂希,コノオ コウキ,Konoo Koki,published_kana,,K-1,https://www.k-1.co.jp/fighter/993
琥伯,コハク,Kohaku,published_kana,VAINQUEUR GYM,K-1 WORLD GP|Krush,https://www.k-1.co.jp/fighter/1617
小林愛理奈,コバヤシ アリナ,KOBAYASHI Arina,published_kana,FASCINATE FIGHT TEAM,RISE|KNOCK OUT,https://rise-rc.com/fighter/kobayashi_arina/|https://knockoutkb.com/fighters/kobayashi_arina_545|https://ja.wikipedia.org/wiki/小林愛理奈
小林聡,コバヤシ サトシ,,published_kana,,,https://ja.wikipedia.org/wiki/小林聡
小林 孝彦,コバヤシ タカヒコ,Kobayashi Takahiko,published_kana,K-1ジム総本部チームペガサス,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1199
小林 聖人,コバヤシ マサト,Kobayashi Masato,published_kana,,K-1,https://www.k-1.co.jp/fighter/227
小比類巻太信,コヒルイマキ タイシン,,published_kana,,,https://ja.wikipedia.org/wiki/小比類巻太信
コブス・ハイサマン,コブス・ハイサマン,,published_kana,,,https://ja.wikipedia.org/wiki/コブス・ハイサマン
小巻 海斗,コマキ カイト,Komaki Kaito,published_kana,真樹ジムAICHI,K-1,https://www.k-1.co.jp/fighter/1156
小松 隆也,コマツ,Komatsu,published_kana,,K-1,https://www.k-1.co.jp/fighter/556
小宮由紀博,コミヤ ユキヒロ,,published_kana,,,https://ja.wikipedia.org/wiki/小宮由紀博|https://www.k-1.co.jp/fighter/628
小宮山工介,コミヤマ コウスケ,,published_kana,,,https://ja.wikipedia.org/wiki/小宮山工介|https://www.k-1.co.jp/fighter/696
コムパヤック・ウィラサクレック,コムパヤック・ウィラサクレック,,published_kana,,,https://ja.wikipedia.org/wiki/コムパヤック・ウィラサクレック
小森 玲哉,コモリ レイヤ,Komori Reiya,published_kana,ONE'S GOAL,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1666|https://knockoutkb.com/fighters/komori_reiya
小八ヶ代真紀,コヤガシロ マキ,,published_kana,,,https://ja.wikipedia.org/wiki/小八ヶ代真紀
子安慎悟,コヤス シンゴ,,published_kana,,,https://ja.wikipedia.org/wiki/子安慎悟
古谷野 一樹,コヤノ カズキ,Koyano Kazuki,published_kana,クロスポイント古河,K-1,https://www.k-1.co.jp/fighter/794
小山泰明,コヤマ ヤスアキ,,published_kana,,,https://ja.wikipedia.org/wiki/小山泰明
小山 佑介,コヤマ ユウスケ,Koyama Yusuke,published_kana,,K-1,https://www.k-1.co.jp/fighter/624
小雪,コユキ,Koyuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/464
コンスタンティン・トリシン,コンスタンティン・トリシン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/100
近藤 魁成,コンドウ カイセイ,Kondo Kaisei,published_kana,TEAM3K,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/853|https://ja.wikipedia.org/wiki/近藤魁成
近藤 拳成,コンドウ ケンセイ,Kondo Kensei,published_kana,TEAM3K,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/663|https://ja.wikipedia.org/wiki/近藤拳成
近藤 壮真,コンドウ ソウマ,Kondo Soma,published_kana,K-1ジム三軒茶屋シルバーウルフ,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1540
近藤 大成,コンドウ タイセイ,Kondo Taisei,published_kana,,K-1,https://www.k-1.co.jp/fighter/339
今野貴充,コンノ タカミチ,,published_kana,,,https://ja.wikipedia.org/wiki/今野貴充
コンペット・フェアテックス,コンペット・フェアテックス,,published_kana,Fairtex Gym,K-1,https://www.k-1.co.jp/fighter/1304
コン・デシャン,コン・デシャン,,published_kana,象王格闘倶楽部,RISE,https://rise-rc.com/fighter/kong-dexiang/
コン・ロン,コン・ロン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/778
コ・ユナ,コ・ユナ,,published_kana,BodyKick GYM,RISE|KNOCK OUT,https://rise-rc.com/fighter/ko_yuna/|https://knockoutkb.com/fighters/ko_yuna_595
皓太,コータ,Kota,published_kana,K-1ジム川口TEAM SIRIUS,K-1,https://www.k-1.co.jp/fighter/935
コーリー・ニコルソン,コーリー・ニコルソン,,published_kana,Ironfist Gym,RISE,https://rise-rc.com/fighter/corey-nicholson/
コーンリーチ,コーンリーチ,,published_kana,カンボジア,KNOCK OUT,https://knockoutkb.com/fighters/khonreach_217
剛王,ゴウオウ,Go-Oh,published_kana,,K-1,https://www.k-1.co.jp/fighter/360
郷州 征宜,ゴウシュウ マサノブ,Goshu Masanobu,published_kana,K-1ジム総本部チームペガサス,K-1,https://www.k-1.co.jp/fighter/694
郷野 聡寛,ゴウノ アキヒロ,Gono Akihiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/503
後藤 勝也,ゴトウ カツヤ,Goto Katsuya,published_kana,池袋BLUE DOG GYM,K-1,https://www.k-1.co.jp/fighter/183
後藤 友宏,ゴトウ トモヒロ,Goto Tomohiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/562
後藤 力,ゴトウ リキ,Goto Riki,published_kana,TEAM ONE,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1718
後藤龍治,ゴトウ リュウジ,,published_kana,,,https://ja.wikipedia.org/wiki/後藤龍治
ゴルダン・ユキッチ,ゴルダン・ユキッチ,,published_kana,,,https://ja.wikipedia.org/wiki/ゴルダン・ユキッチ
ゴンナパー・ウィラサクレック,ゴンナパー・ウィラサクレック,,published_kana,ウィラサクレック・フェアテックスジム,K-1 WORLD GP|Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/726|https://knockoutkb.com/fighters/kongnapa_weerasakreck_328
ゴーラン・ラドニッチ,ゴーラン・ラドニッチ,,published_kana,,,https://ja.wikipedia.org/wiki/ゴーラン・ラドニッチ
紗彩,サアヤ,Saaya,converted,ドージョー☆シャカリキ,RISE,https://rise-rc.com/fighter/saaya/
才賀紀左衛門,サイガ キザエモン,,published_kana,,,https://ja.wikipedia.org/wiki/才賀紀左衛門|https://www.k-1.co.jp/fighter/447
西京 春馬,サイキョウ ハルマ,Saikyo Haruma,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1,https://www.k-1.co.jp/fighter/55
西京 佑馬,サイキョウ ユウマ,Saikyo Yuma,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/759
西城正三,サイジョウ ショウゾウ,,published_kana,,,https://ja.wikipedia.org/wiki/西城正三
齋藤 紘也,サイトウ コウヤ,Saito Koya,published_kana,K-1ジム川口ブルードラゴン,K-1 WORLD GP|Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/1083|https://rise-rc.com/fighter/saito_koya/
斎藤 武彦,サイトウ タケヒコ,Saito Takehiko,published_kana,K-1ジム目黒TEAM TIGER,K-1,https://www.k-1.co.jp/fighter/327
斎藤天心,サイトウ テンシン,,published_kana,,,https://ja.wikipedia.org/wiki/斎藤天心
斎藤 史奈,サイトウ フミナ,Saito Fumina,published_kana,月心会チーム侍,K-1,https://www.k-1.co.jp/fighter/673
斉藤 雄太,サイトウ ユウタ,Saito Yuta,published_kana,K-1ジム五反田チームキングス,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/338
斎藤 祐斗,サイトウ ユウト,Saito Yuto,published_kana,JK TRIBE,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/898
齊藤 律,サイトウ リツ,Saito Ristu,published_kana,Y's glow,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1804
齊藤 龍之介,サイトウ リュウノスケ,Saito Ryunosuke,published_kana,ドージョー☆シャカリキ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1333
サイド・アマダ,サイド・アマダ,,published_kana,Team Mhiyaoui,K-1,https://www.k-1.co.jp/fighter/1013
サイボーグ・ワラス,サイボーグ・ワラス,,published_kana,,K-1,https://www.k-1.co.jp/fighter/665
酒井秀信,サカイ ヒデノブ,,published_kana,,,https://ja.wikipedia.org/wiki/酒井秀信
ダイヤモンド酒井理絵,サカイ リエ,,published_kana,,,https://ja.wikipedia.org/wiki/ダイヤモンド酒井理絵
坂上 りま,サカガミ リマ,Sakagami Rima,published_kana,岡澤道場サイクロンジム大船,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1578
榊原 達也,サカキバラ タツヤ,Sakakibara Tatsuya,published_kana,WSRフェアテックス西川口,K-1,https://www.k-1.co.jp/fighter/994
榊原 統羽,サカキバラ トワ,Sakakibara Towa,published_kana,TAD,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1723
阪部愛来,サカベ アイラ,Aira Sakabe,converted,DOBUITA,RISE,https://rise-rc.com/fighter/sakabe_aira/
坂本 寿希,サカモト ジュキ,Sakamoto Juki,published_kana,リーブルロア,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1252
坂本奈緒子,サカモト ナオコ,,published_kana,,,https://ja.wikipedia.org/wiki/坂本奈緒子
坂本 英則,サカモト ヒデノリ,Sakamoto Hidenori,published_kana,修実館,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1229
